pH,Oxygen,Chloride,Nitrates,Ammonium,Orthophosphate,Phosphate,Chlorophyll,fluid_velocity,river_depth,season
0.6097560975609757,0.8319327731092436,0.10171744019627889,0.11578947368421051,0.3686436563339555,0.16178302621334023,0.3337097786143228,0.14122759369907661,medium,low,autumn
0.6000000000000001,0.6302521008403361,0.14089654467389082,0.22741228070175437,0.24675506835126182,0.07425382818582922,0.17330823698126735,0.09505703422053233,medium,low,autumn
0.5975609756097564,0.7647058823529411,0.15040380290329178,0.10833333333333332,0.2165121974903704,0.05667012717363093,0.1371874159720355,0.06246605105920696,high,low,autumn
0.47560975609756095,0.8403361344537814,0.011449601308525865,0.027850877192982456,0.01051972853705642,0.004217492862704386,0.17450927668728153,0.00995835596596053,high,low,autumn
0.524390243902439,0.7394957983193278,0.08357186669392763,0.06337719298245613,0.03992102111498333,0.01946535167402024,0.0700905261270951,0.06880318667390911,high,low,autumn
0.29268292682926833,0.8067226890756302,0.022439173993048456,0.012719298245614035,0.016184197749317567,0.0038930703348040484,,0.02444323737099403,high,low,autumn
0.4390243902439026,0.9243697478991595,0.032662032304232265,0.0719298245614035,0.059342058414164414,0.09213599792369583,0.25293537689343015,0.04435994930291509,high,low,autumn
0.6829268292682931,0.7058823529411764,0.08760989572684523,0.060745614035087714,0.016184197749317567,0.059693745133662074,0.002509635206596755,0.12312149194278472,medium,low,autumn
0.5853658536585367,0.8907563025210083,0.16888161930075649,0.09846491228070174,0.036684181565119815,0.01946535167402024,0.06829792955095457,0.007242440702516749,high,low,autumn
0.41219512195121966,0.8159663865546218,0.04480167654876304,0.06622807017543858,0.032368395498635134,0.015572281339216194,0.03569059783095814,0.10954191562556582,medium,low,autumn
0.024390243902439046,0.7815126050420168,,0.05482456140350876,0.0053947325831058554,0.0,0.005557049386035673,,medium,low,autumn
0.24390243902439024,0.8235294117647058,,0.09035087719298245,0.0053947325831058554,0.0,0.009142242538316752,,medium,low,autumn
